ID,제조사,모델,차량상태,배터리용량,구동방식,주행거리(km),보증기간(년),사고이력,연식(년),가격(백만원)
TRAIN_3585,P사,TayCT,Pre-Owned,76.093,AWD,198372,2,No,0,125.45
TRAIN_3586,P사,TayGTS,Brand New,93.4,AWD,8458,2,No,0,160.0
TRAIN_3587,T사,M3,Brand New,,RWD,9720,7,No,0,47.18
TRAIN_3588,P사,TayCT,Brand New,,AWD,9988,2,No,0,130.49
TRAIN_3589,A사,RSeTGT,Brand New,90.0,AWD,3325,8,No,0,100.09
TRAIN_3590,B사,iX,Brand New,90.0,RWD,4105,8,No,0,79.65
TRAIN_3591,T사,MY,Brand New,90.0,AWD,1450,7,No,0,62.96
TRAIN_3592,T사,MX,Brand New,96.0,AWD,6333,7,No,0,78.57
TRAIN_3593,P사,TayCT,Nearly New,76.093,AWD,41417,0,No,2,119.04
TRAIN_3594,A사,eT,Pre-Owned,65.791,AWD,137130,0,No,0,69.79
TRAIN_3595,P사,Tay,Pre-Owned,54.849,AWD,103312,2,No,0,114.62
TRAIN_3596,K사,EV6,Brand New,,AWD,2217,9,No,0,41.12
TRAIN_3597,K사,Soul,Pre-Owned,46.0,FWD,93075,1,No,0,21.53
TRAIN_3598,H사,KNE,Nearly New,68.488,FWD,23335,5,No,0,28.35
TRAIN_3599,K사,Soul,Pre-Owned,46.169,FWD,96471,2,No,0,22.73
TRAIN_3600,P사,TayCT,Pre-Owned,76.093,AWD,160539,2,No,0,128.65
TRAIN_3601,B사,i3,Nearly New,56.0,RWD,19850,6,No,2,23.21
TRAIN_3602,A사,RSeTGT,Nearly New,,AWD,35430,6,No,2,99.1
TRAIN_3603,H사,IONIQ,Pre-Owned,64.41,FWD,37234,1,No,1,10.88
TRAIN_3604,H사,KNE,Nearly New,68.488,FWD,13416,7,No,1,28.19
TRAIN_3605,B사,iX,Brand New,,RWD,36,8,No,0,79.89
TRAIN_3606,B사,i5,Pre-Owned,56.234,RWD,98404,0,No,0,60.07
TRAIN_3607,H사,IONIQ,Nearly New,66.24,FWD,55723,3,No,1,9.66
TRAIN_3608,K사,Niro,Pre-Owned,46.0,AWD,98144,1,No,0,27.1
TRAIN_3609,K사,Niro,Pre-Owned,48.093,FWD,56823,3,No,0,28.12
TRAIN_3610,B사,i5,Brand New,,RWD,7906,7,No,0,65.5
TRAIN_3611,P사,TayCT,Brand New,,AWD,1281,2,No,0,130.15
TRAIN_3612,K사,EV6,Brand New,,FWD,6731,9,No,0,41.63
TRAIN_3613,P사,Tay,Pre-Owned,54.849,AWD,199819,2,No,0,114.41
TRAIN_3614,T사,MY,Brand New,90.0,AWD,6626,8,Yes,0,74.73
TRAIN_3615,H사,ION6,Nearly New,65.739,AWD,20216,6,No,0,38.0
TRAIN_3616,T사,M3,Nearly New,63.701,RWD,25702,4,No,0,53.71
TRAIN_3617,K사,Soul,Brand New,90.0,FWD,1397,9,No,0,19.69
TRAIN_3618,T사,MS,Nearly New,,AWD,28597,5,No,1,84.44
TRAIN_3619,B사,iX,Brand New,,AWD,1807,8,No,0,79.49
TRAIN_3620,P사,Tay,Brand New,,AWD,9813,2,No,0,95.13
TRAIN_3621,B사,iX,Brand New,,AWD,4347,8,No,0,79.26
TRAIN_3622,B사,i5,Brand New,,AWD,3309,7,No,0,63.9
TRAIN_3623,H사,ION5,Nearly New,63.11,AWD,17030,5,No,0,34.17
TRAIN_3624,B사,iX,Brand New,,RWD,4995,8,No,0,80.54
TRAIN_3625,P사,TayGTS,Pre-Owned,67.378,AWD,184101,2,No,0,151.11
TRAIN_3626,H사,KNE,Nearly New,68.488,FWD,29160,6,No,0,27.54
TRAIN_3627,A사,RSeTGT,Brand New,90.0,AWD,7324,7,No,0,100.1
TRAIN_3628,H사,ION5,Pre-Owned,53.602,AWD,198909,1,No,0,34.19
TRAIN_3629,A사,Q4eT,Brand New,,AWD,3212,7,No,0,60.0
TRAIN_3630,T사,MX,Pre-Owned,75.145,AWD,72732,1,No,0,91.69
TRAIN_3631,H사,ION6,Pre-Owned,58.162,AWD,105277,3,No,0,37.91
TRAIN_3632,A사,RSeTGT,Nearly New,78.227,AWD,27269,3,No,0,99.08
TRAIN_3633,T사,M3,Nearly New,69.12,RWD,38024,6,No,2,49.96
TRAIN_3634,P사,Tay,Pre-Owned,59.515,AWD,150359,2,No,0,117.89
TRAIN_3635,V사,ID4,Brand New,,AWD,8458,7,No,0,34.95
TRAIN_3636,A사,Q4eT,Nearly New,72.548,AWD,47139,5,No,1,58.36
TRAIN_3637,V사,ID4,Brand New,90.0,AWD,7996,7,No,0,34.48
TRAIN_3638,K사,EV6,Brand New,,FWD,4135,10,No,0,48.85
TRAIN_3639,T사,MS,Brand New,96.0,AWD,9718,7,No,0,69.31
TRAIN_3640,A사,RSeTGT,Nearly New,,AWD,34564,3,No,0,99.0
TRAIN_3641,T사,MS,Brand New,99.8,AWD,7337,8,No,0,64.68
TRAIN_3642,A사,RSeTGT,Brand New,,AWD,2332,7,No,0,100.07
TRAIN_3643,K사,Soul,Pre-Owned,46.169,FWD,136418,2,No,0,23.12
TRAIN_3644,H사,ION5,Brand New,,AWD,1699,9,No,0,35.96
TRAIN_3645,V사,ID4,Nearly New,65.4,AWD,42284,4,No,0,41.55
TRAIN_3646,K사,Soul,Pre-Owned,46.169,AWD,111442,2,No,0,23.15
TRAIN_3647,K사,EV6,Brand New,,FWD,9213,10,No,0,47.27
TRAIN_3648,B사,iX,Brand New,,RWD,8836,8,No,0,79.04
TRAIN_3649,H사,ION5,Pre-Owned,60.585,AWD,59156,4,No,0,34.79
TRAIN_3650,A사,RSeTGT,Nearly New,,AWD,48141,5,No,1,99.02
TRAIN_3651,H사,KNE,Brand New,,FWD,2172,10,No,0,21.56
TRAIN_3652,B사,i3,Brand New,90.0,RWD,1544,7,No,0,25.0
TRAIN_3653,V사,ID4,Nearly New,65.4,AWD,19123,4,No,0,40.87
TRAIN_3654,P사,Tay,Pre-Owned,54.849,AWD,169702,2,Yes,0,115.05
TRAIN_3655,K사,Soul,Brand New,,AWD,3178,9,No,0,21.11
TRAIN_3656,B사,i3,Pre-Owned,46.0,AWD,159366,2,No,0,22.59
TRAIN_3657,P사,Tay,Brand New,,AWD,428,2,No,0,96.56
TRAIN_3658,T사,MX,Brand New,96.0,AWD,205,7,No,0,78.16
TRAIN_3659,H사,KNE,Nearly New,68.488,FWD,18600,7,No,1,28.45
TRAIN_3660,H사,ION5,Nearly New,65.739,AWD,38420,6,No,0,34.93
TRAIN_3661,H사,ION6,Brand New,90.0,AWD,3013,9,No,0,38.21
TRAIN_3662,H사,ION5,Brand New,90.0,AWD,3852,10,No,0,35.98
TRAIN_3663,K사,EV6,Brand New,,FWD,1735,10,No,0,47.87
TRAIN_3664,H사,IONIQ,Pre-Owned,51.22,FWD,26989,1,No,2,13.59
TRAIN_3665,A사,Q4eT,Nearly New,66.861,AWD,30817,3,No,0,58.94
TRAIN_3666,A사,Q4eT,Pre-Owned,64.186,AWD,147125,2,No,0,57.62
TRAIN_3667,P사,Tay,Brand New,90.0,AWD,4461,2,No,0,104.33
TRAIN_3668,H사,ION5,Brand New,90.0,AWD,2290,9,No,0,35.21
TRAIN_3669,B사,i5,Pre-Owned,56.234,AWD,152538,0,No,0,60.15
TRAIN_3670,H사,ION6,Brand New,,AWD,8009,10,No,0,39.0
TRAIN_3671,T사,MS,Nearly New,,AWD,46140,4,No,0,83.8
TRAIN_3672,P사,Tay,Brand New,,AWD,5539,2,No,0,104.52
TRAIN_3673,H사,ION6,Brand New,,AWD,8201,10,No,0,38.3
TRAIN_3674,H사,ION6,Brand New,,AWD,4860,9,Yes,0,39.0
TRAIN_3675,H사,KNE,Brand New,,FWD,5190,9,No,0,25.05
TRAIN_3676,H사,KNE,Pre-Owned,68.488,FWD,124317,2,No,0,27.51
TRAIN_3677,A사,eT,Brand New,91.2,AWD,7640,7,No,0,65.68
TRAIN_3678,B사,iX,Brand New,90.0,AWD,353,8,No,0,79.32
TRAIN_3679,T사,MY,Brand New,90.0,AWD,6342,7,No,0,64.22
TRAIN_3680,T사,MY,Pre-Owned,56.359,AWD,91318,1,Yes,0,77.31
TRAIN_3681,B사,i3,Pre-Owned,46.0,RWD,170085,2,No,0,23.5
TRAIN_3682,T사,MS,Brand New,99.8,AWD,708,8,No,0,63.79
TRAIN_3683,T사,MS,Brand New,99.8,AWD,7879,8,No,0,63.81
TRAIN_3684,A사,RSeTGT,Brand New,90.0,AWD,4888,7,No,0,100.74
TRAIN_3685,P사,TayCT,Nearly New,76.093,AWD,31171,2,No,0,130.51
TRAIN_3686,T사,MS,Pre-Owned,69.253,AWD,192252,0,No,0,77.86
TRAIN_3687,T사,M3,Pre-Owned,56.359,RWD,196875,1,No,0,52.82
TRAIN_3688,A사,RSeTGT,Pre-Owned,,AWD,74172,1,No,0,97.69
TRAIN_3689,K사,Niro,Nearly New,56.0,FWD,14731,5,No,0,27.54
TRAIN_3690,B사,i3,Pre-Owned,46.0,RWD,139300,2,No,0,22.72
TRAIN_3691,T사,MX,Brand New,96.0,AWD,7145,7,No,0,78.25
TRAIN_3692,P사,TayGTS,Pre-Owned,64.683,AWD,53538,2,No,0,151.0
TRAIN_3693,B사,i3,Brand New,90.0,RWD,5510,7,No,0,24.7
TRAIN_3694,H사,ION5,Brand New,,AWD,4531,10,No,0,35.81
TRAIN_3695,P사,TayGTS,Brand New,,AWD,1548,2,No,0,160.0
TRAIN_3696,B사,i5,Nearly New,68.967,RWD,49693,4,No,0,63.49
TRAIN_3697,A사,eT,Brand New,95.0,AWD,964,8,No,0,59.21
TRAIN_3698,H사,ION6,Brand New,,AWD,5426,10,No,0,38.98
TRAIN_3699,T사,MY,Brand New,,AWD,2999,7,No,0,63.62
TRAIN_3700,A사,eT,Brand New,95.0,AWD,1482,8,No,0,59.27
TRAIN_3701,B사,iX,Brand New,,RWD,6437,7,No,0,80.08
TRAIN_3702,K사,Soul,Nearly New,56.0,FWD,13454,6,No,0,23.18
TRAIN_3703,K사,Niro,Pre-Owned,50.096,AWD,191794,4,No,0,28.22
TRAIN_3704,P사,TayCT,Pre-Owned,76.093,AWD,69157,2,No,0,128.72
TRAIN_3705,B사,i5,Nearly New,66.208,AWD,31564,3,No,0,63.92
TRAIN_3706,K사,Soul,Brand New,,FWD,956,10,No,0,16.74
TRAIN_3707,T사,MS,Brand New,96.0,AWD,7951,7,No,0,69.83
TRAIN_3708,T사,MY,Brand New,,AWD,7801,8,No,0,75.68
TRAIN_3709,A사,eT,Nearly New,,AWD,42267,5,No,1,74.31
TRAIN_3710,T사,M3,Nearly New,66.355,RWD,30304,5,No,1,54.0
TRAIN_3711,H사,ION5,Brand New,,AWD,1543,10,No,0,35.72
TRAIN_3712,V사,ID4,Pre-Owned,57.861,AWD,135613,1,No,0,40.66
TRAIN_3713,V사,ID4,Brand New,,AWD,3565,7,No,0,33.39
TRAIN_3714,K사,EV6,Brand New,,AWD,9357,9,No,0,40.03
TRAIN_3715,A사,Q4eT,Brand New,,AWD,9203,7,No,0,60.0
TRAIN_3716,K사,Soul,Nearly New,58.982,FWD,36180,8,No,2,23.26
TRAIN_3717,H사,ION5,Nearly New,65.739,AWD,39841,6,No,0,34.21
TRAIN_3718,H사,ION5,Brand New,,AWD,4039,10,No,0,35.88
TRAIN_3719,B사,iX,Brand New,90.0,RWD,3272,7,No,0,80.67
TRAIN_3720,H사,KNE,Brand New,,FWD,1389,10,No,0,22.08
TRAIN_3721,T사,MX,Brand New,96.0,AWD,5913,7,No,0,78.7
TRAIN_3722,T사,MX,Pre-Owned,,AWD,189230,2,No,0,90.33
TRAIN_3723,H사,ION5,Nearly New,65.739,AWD,35967,6,No,0,34.31
TRAIN_3724,H사,ION6,Brand New,90.0,AWD,2734,9,No,0,38.92
TRAIN_3725,B사,i5,Pre-Owned,61.018,RWD,79746,1,No,0,63.17
TRAIN_3726,H사,KNE,Brand New,,FWD,4833,10,No,0,21.49
TRAIN_3727,P사,Tay,Brand New,,AWD,9391,2,No,0,96.63
TRAIN_3728,H사,KNE,Pre-Owned,68.488,FWD,196587,1,No,0,28.19
TRAIN_3729,H사,ION5,Pre-Owned,53.602,AWD,110027,1,No,0,34.14
TRAIN_3730,H사,ION5,Brand New,,AWD,4441,10,No,0,35.77
TRAIN_3731,P사,TayCT,Pre-Owned,76.093,AWD,68795,2,No,0,125.21
TRAIN_3732,V사,ID4,Nearly New,62.784,AWD,44463,3,No,0,40.04
TRAIN_3733,T사,MX,Nearly New,92.16,AWD,28088,6,Yes,2,85.27
TRAIN_3734,B사,i3,Pre-Owned,46.0,RWD,122031,0,No,0,22.56
TRAIN_3735,K사,Niro,Pre-Owned,46.169,FWD,79040,2,No,0,26.92
TRAIN_3736,T사,MY,Brand New,,AWD,1471,8,No,0,74.68
TRAIN_3737,P사,Tay,Nearly New,70.071,AWD,32778,1,No,1,121.57
TRAIN_3738,P사,TayGTS,Brand New,93.4,AWD,9083,2,No,0,160.12
TRAIN_3739,B사,iX,Brand New,,AWD,1921,8,No,0,80.21
TRAIN_3740,K사,EV6,Brand New,,FWD,1530,9,No,0,40.76
TRAIN_3741,H사,ION6,Brand New,,AWD,232,9,No,0,39.0
TRAIN_3742,T사,MS,Brand New,96.0,AWD,8237,7,No,0,68.87
TRAIN_3743,A사,eT,Pre-Owned,68.532,AWD,104344,0,No,0,70.24
TRAIN_3744,B사,iX,Brand New,,RWD,3909,7,No,0,80.57
TRAIN_3745,A사,Q4eT,Brand New,,AWD,9278,8,No,0,59.75
TRAIN_3746,V사,ID4,Brand New,,AWD,7075,8,No,0,40.04
TRAIN_3747,B사,i3,Nearly New,56.0,RWD,36809,3,No,0,23.08
TRAIN_3748,H사,ION6,Pre-Owned,58.162,AWD,188259,3,No,0,37.84
TRAIN_3749,K사,EV6,Brand New,90.0,AWD,8525,10,No,0,47.57
TRAIN_3750,K사,EV6,Brand New,,AWD,8227,9,No,0,41.22
TRAIN_3751,T사,MS,Brand New,99.8,AWD,91,8,No,0,64.41
TRAIN_3752,H사,KNE,Nearly New,68.488,FWD,16359,5,No,0,27.57
TRAIN_3753,K사,Niro,Nearly New,56.0,FWD,11949,5,No,0,28.27
TRAIN_3754,P사,TayCT,Nearly New,76.093,AWD,27701,2,No,0,131.66
TRAIN_3755,B사,i5,Brand New,,AWD,1483,8,No,0,64.72
TRAIN_3756,A사,Q4eT,Nearly New,69.646,AWD,24567,4,Yes,0,58.78
TRAIN_3757,B사,i5,Pre-Owned,63.56,RWD,153548,2,No,0,63.33
TRAIN_3758,H사,ION5,Nearly New,65.739,AWD,48691,6,No,0,34.82
TRAIN_3759,T사,MY,Nearly New,66.355,AWD,35537,5,No,1,74.18
TRAIN_3760,T사,MY,Brand New,,AWD,3161,8,No,0,74.44
TRAIN_3761,P사,TayCT,Brand New,,AWD,1296,2,No,0,130.93
TRAIN_3762,K사,EV6,Brand New,,AWD,875,10,No,0,48.17
TRAIN_3763,K사,Niro,Brand New,,AWD,3816,10,No,0,20.64
TRAIN_3764,T사,MX,Brand New,96.0,AWD,285,7,No,0,77.78
TRAIN_3765,H사,ION5,Nearly New,63.11,AWD,10112,5,No,0,34.03
TRAIN_3766,A사,eT,Brand New,91.2,AWD,1686,7,No,0,65.82
TRAIN_3767,P사,Tay,Nearly New,64.578,AWD,32871,2,No,0,121.48
TRAIN_3768,A사,eT,Nearly New,,AWD,10176,5,No,1,74.38
TRAIN_3769,B사,iX,Brand New,,AWD,7614,8,No,0,79.71
TRAIN_3770,K사,Soul,Nearly New,58.982,FWD,46126,8,No,2,23.57
TRAIN_3771,B사,i5,Brand New,,RWD,65,7,No,0,64.6
TRAIN_3772,H사,ION6,Pre-Owned,60.585,AWD,69490,4,No,0,37.67
TRAIN_3773,T사,M3,Nearly New,66.355,RWD,28017,5,No,1,53.94
TRAIN_3774,P사,Tay,Brand New,,AWD,3072,2,No,0,102.9
TRAIN_3775,B사,i3,Pre-Owned,46.0,RWD,148170,1,No,0,23.41
TRAIN_3776,K사,Soul,Pre-Owned,46.0,FWD,53947,1,No,0,22.32
TRAIN_3777,H사,KNE,Pre-Owned,68.488,FWD,78470,1,No,0,27.57
TRAIN_3778,P사,Tay,Pre-Owned,54.849,AWD,144368,2,No,0,114.7
TRAIN_3779,A사,RSeTGT,Pre-Owned,,AWD,121366,0,No,0,94.0
TRAIN_3780,T사,M3,Nearly New,63.701,RWD,49211,4,No,0,53.76
TRAIN_3781,K사,Niro,Pre-Owned,50.096,FWD,70077,4,No,0,28.18
TRAIN_3782,B사,i5,Nearly New,74.834,RWD,27389,6,No,2,64.07
TRAIN_3783,V사,ID4,Pre-Owned,57.861,AWD,129720,1,No,0,40.19
TRAIN_3784,H사,KNE,Nearly New,68.488,FWD,16844,6,No,0,27.78
TRAIN_3785,K사,Niro,Pre-Owned,50.096,AWD,191572,4,No,0,28.95
TRAIN_3786,P사,TayGTS,Nearly New,,AWD,18622,2,No,0,159.16
TRAIN_3787,K사,EV6,Brand New,,FWD,5001,10,No,0,47.45
TRAIN_3788,B사,i5,Pre-Owned,56.234,AWD,63610,0,No,0,59.76
TRAIN_3789,T사,M3,Brand New,,RWD,3164,8,No,0,54.33
TRAIN_3790,V사,ID4,Pre-Owned,57.861,AWD,89395,1,No,0,40.01
TRAIN_3791,P사,Tay,Brand New,90.0,AWD,8133,2,No,0,96.72
TRAIN_3792,P사,TayCT,Nearly New,76.093,AWD,24806,0,No,2,119.0
TRAIN_3793,A사,Q4eT,Nearly New,66.861,AWD,35249,3,No,0,58.98
TRAIN_3794,P사,Tay,Pre-Owned,54.849,AWD,56480,2,No,0,114.54
TRAIN_3795,V사,ID4,Brand New,,AWD,1631,7,Yes,0,34.74
TRAIN_3796,H사,ION5,Pre-Owned,55.836,AWD,113014,2,No,0,33.62
TRAIN_3797,A사,RSeTGT,Brand New,,AWD,1011,8,No,0,100.07
TRAIN_3798,B사,i3,Brand New,90.0,RWD,3826,7,No,0,24.84
TRAIN_3799,H사,ION6,Brand New,,AWD,4162,9,No,0,39.0
TRAIN_3800,P사,TayGTS,Pre-Owned,70.185,AWD,115284,2,No,0,156.15
TRAIN_3801,T사,MY,Pre-Owned,51.94,AWD,141939,0,No,0,74.26
TRAIN_3802,H사,ION6,Brand New,,AWD,1047,9,No,0,38.97
TRAIN_3803,H사,ION6,Pre-Owned,60.585,AWD,182735,4,No,0,37.34
TRAIN_3804,K사,Soul,Brand New,,FWD,1744,9,No,0,21.35
TRAIN_3805,K사,EV6,Brand New,,FWD,3784,9,No,0,40.52
TRAIN_3806,H사,ION5,Pre-Owned,55.836,AWD,157582,2,No,0,34.28
TRAIN_3807,V사,ID4,Pre-Owned,60.272,AWD,198265,2,No,0,39.11
TRAIN_3808,P사,Tay,Brand New,90.0,AWD,5481,2,No,0,104.5
TRAIN_3809,B사,i5,Nearly New,71.841,AWD,37015,5,No,1,60.64
TRAIN_3810,V사,ID4,Pre-Owned,60.272,AWD,95865,2,No,0,40.78
TRAIN_3811,B사,iX,Brand New,,AWD,1866,8,No,0,79.22
TRAIN_3812,B사,iX,Brand New,90.0,AWD,7290,8,No,0,80.99
TRAIN_3813,H사,ION6,Brand New,,AWD,6949,9,No,0,38.97
TRAIN_3814,P사,TayCT,Brand New,,AWD,5060,2,No,0,120.21
TRAIN_3815,H사,ION5,Brand New,,AWD,6119,10,No,0,35.14
TRAIN_3816,P사,TayCT,Brand New,,AWD,4031,2,No,0,120.5
TRAIN_3817,H사,KNE,Pre-Owned,68.488,FWD,114124,1,No,0,27.05
TRAIN_3818,A사,Q4eT,Brand New,,AWD,216,7,No,0,60.0
TRAIN_3819,P사,Tay,Brand New,,AWD,7839,2,No,0,103.23
TRAIN_3820,H사,KNE,Brand New,,FWD,5273,9,No,0,25.12
TRAIN_3821,B사,iX,Brand New,,RWD,7724,8,No,0,80.55
TRAIN_3822,T사,MS,Pre-Owned,78.276,AWD,135066,2,No,0,80.84
TRAIN_3823,B사,iX,Brand New,90.0,RWD,6141,8,No,0,79.73
TRAIN_3824,A사,Q4eT,Brand New,,AWD,9820,7,No,0,59.21
TRAIN_3825,H사,ION5,Nearly New,71.332,AWD,44085,8,No,2,35.0
TRAIN_3826,H사,KNE,Pre-Owned,68.488,FWD,71676,1,No,0,27.86
TRAIN_3827,V사,ID4,Pre-Owned,55.547,AWD,61813,0,No,0,39.94
TRAIN_3828,K사,Soul,Nearly New,56.0,FWD,31717,5,No,0,22.45
TRAIN_3829,A사,RSeTGT,Brand New,,AWD,4741,7,No,0,100.79
TRAIN_3830,P사,TayCT,Brand New,90.0,AWD,9665,2,No,0,120.06
TRAIN_3831,T사,MX,Nearly New,,AWD,49603,3,No,0,92.3
TRAIN_3832,B사,i5,Brand New,,RWD,2475,7,No,0,65.18
TRAIN_3833,A사,eT,Brand New,91.2,AWD,2584,7,No,0,65.25
TRAIN_3834,H사,ION6,Nearly New,63.11,AWD,25815,5,No,0,37.98
TRAIN_3835,P사,TayCT,Nearly New,76.093,AWD,47237,1,No,1,130.53
TRAIN_3836,T사,MX,Pre-Owned,78.276,AWD,61036,2,No,0,90.86
TRAIN_3837,A사,RSeTGT,Brand New,90.0,AWD,5179,8,No,0,100.55
TRAIN_3838,B사,i5,Nearly New,71.841,RWD,49780,5,No,1,60.49
TRAIN_3839,A사,eT,Nearly New,77.46,AWD,21404,3,No,0,73.19
TRAIN_3840,A사,RSeTGT,Pre-Owned,,AWD,70474,0,No,0,94.05
TRAIN_3841,K사,Niro,Nearly New,56.623,AWD,46296,7,No,1,27.3
TRAIN_3842,K사,EV6,Brand New,,FWD,8085,9,No,0,41.46
TRAIN_3843,T사,MY,Pre-Owned,56.359,AWD,160503,1,No,0,76.87
TRAIN_3844,A사,Q4eT,Nearly New,72.548,AWD,37865,5,No,1,57.1
TRAIN_3845,P사,TayCT,Nearly New,76.093,AWD,30545,2,No,0,130.38
TRAIN_3846,K사,EV6,Brand New,,FWD,7842,10,No,0,48.33
TRAIN_3847,H사,ION6,Brand New,,AWD,4105,9,No,0,38.91
TRAIN_3848,A사,eT,Nearly New,77.46,AWD,28142,3,No,0,73.97
TRAIN_3849,H사,ION5,Brand New,,AWD,9061,10,No,0,34.94
TRAIN_3850,P사,TayGTS,Nearly New,,AWD,22970,0,No,2,159.78
TRAIN_3851,B사,iX,Brand New,,AWD,2751,7,No,0,79.46
TRAIN_3852,B사,iX,Brand New,,RWD,1304,8,No,0,80.04
TRAIN_3853,H사,ION6,Brand New,,AWD,7661,9,No,0,39.0
TRAIN_3854,B사,i5,Pre-Owned,56.234,RWD,72239,0,No,0,60.15
TRAIN_3855,T사,M3,Brand New,,RWD,1043,8,Yes,0,54.58
TRAIN_3856,B사,i3,Nearly New,56.0,RWD,12967,5,No,1,23.06
TRAIN_3857,K사,Soul,Brand New,90.0,AWD,3272,9,No,0,21.19
TRAIN_3858,B사,i5,Nearly New,66.208,RWD,48229,3,No,0,64.73
TRAIN_3859,H사,IONIQ,Pre-Owned,56.07,FWD,60762,1,No,1,23.5
TRAIN_3860,P사,TayCT,Pre-Owned,76.093,AWD,74691,2,No,0,124.34
TRAIN_3861,T사,MS,Nearly New,92.16,AWD,46219,6,No,2,74.77
TRAIN_3862,K사,Soul,Nearly New,56.623,FWD,27087,7,No,1,24.07
TRAIN_3863,B사,i5,Brand New,,AWD,884,8,No,0,64.54
TRAIN_3864,B사,iX,Brand New,,RWD,3328,8,No,0,79.31
TRAIN_3865,T사,MS,Pre-Owned,75.145,AWD,68178,1,No,0,80.62
TRAIN_3866,H사,KNE,Brand New,,FWD,6059,9,No,0,24.99
TRAIN_3867,H사,ION6,Brand New,90.0,AWD,986,9,No,0,38.96
TRAIN_3868,H사,ION5,Brand New,,AWD,8292,9,No,0,36.0
TRAIN_3869,H사,ION6,Brand New,,AWD,9073,9,No,0,38.54
TRAIN_3870,T사,MX,Brand New,99.8,AWD,5822,8,No,0,71.53
TRAIN_3871,B사,i3,Brand New,,RWD,8678,7,No,0,25.0
TRAIN_3872,B사,i5,Pre-Owned,63.56,AWD,106673,2,No,0,63.66
TRAIN_3873,A사,RSeTGT,Brand New,,AWD,7095,7,No,0,100.13
TRAIN_3874,K사,EV6,Brand New,90.0,AWD,1162,9,No,0,40.69
TRAIN_3875,H사,KNE,Brand New,,FWD,2874,10,No,0,22.31
TRAIN_3876,H사,KNE,Pre-Owned,68.488,FWD,179987,1,No,0,28.13
TRAIN_3877,T사,M3,Brand New,,RWD,9170,8,No,0,55.0
TRAIN_3878,K사,EV6,Brand New,,FWD,8904,9,No,0,40.22
TRAIN_3879,P사,TayCT,Brand New,,AWD,1972,2,No,0,130.3
TRAIN_3880,H사,IONIQ,Nearly New,62.4,FWD,61383,3,No,0,25.06
TRAIN_3881,B사,iX,Brand New,,RWD,7095,8,No,0,80.01
TRAIN_3882,T사,M3,Brand New,,RWD,1797,8,No,0,54.93
TRAIN_3883,B사,iX,Brand New,,RWD,1915,8,No,0,79.87
TRAIN_3884,K사,EV6,Brand New,,AWD,6870,10,No,0,47.04
TRAIN_3885,T사,MS,Brand New,96.0,AWD,9474,7,No,0,69.91
TRAIN_3886,B사,i3,Pre-Owned,46.0,RWD,84933,0,No,0,22.28
TRAIN_3887,P사,Tay,Brand New,90.0,AWD,6517,2,No,0,95.75
TRAIN_3888,P사,TayCT,Nearly New,76.093,AWD,32531,2,No,0,130.28
TRAIN_3889,A사,Q4eT,Brand New,,AWD,5510,7,No,0,59.72
TRAIN_3890,H사,KNE,Brand New,,FWD,8591,9,No,0,24.81
TRAIN_3891,K사,Niro,Pre-Owned,46.169,FWD,81513,2,No,0,27.57
TRAIN_3892,B사,i5,Nearly New,71.841,RWD,34409,5,Yes,1,60.83
TRAIN_3893,H사,ION6,Brand New,,AWD,9650,10,No,0,38.74
TRAIN_3894,H사,ION6,Pre-Owned,53.602,AWD,156672,1,No,0,36.64
TRAIN_3895,V사,ID4,Nearly New,62.784,AWD,42757,3,No,0,40.64
TRAIN_3896,K사,EV6,Brand New,,FWD,8844,9,No,0,40.91
TRAIN_3897,B사,iX,Brand New,90.0,AWD,111,8,No,0,80.06
TRAIN_3898,K사,EV6,Brand New,,AWD,2851,9,No,0,40.04
TRAIN_3899,T사,M3,Brand New,,RWD,685,8,No,0,54.96
TRAIN_3900,B사,iX,Brand New,,RWD,5265,7,No,0,80.34
TRAIN_3901,B사,iX,Brand New,,RWD,8045,8,No,0,79.78
TRAIN_3902,T사,M3,Nearly New,69.12,RWD,13289,6,No,2,50.59
TRAIN_3903,K사,EV6,Brand New,90.0,AWD,7445,9,No,0,40.82
TRAIN_3904,V사,ID4,Brand New,,AWD,3824,8,No,0,39.93
TRAIN_3905,A사,RSeTGT,Pre-Owned,78.227,AWD,79908,0,No,0,94.19
TRAIN_3906,K사,Soul,Brand New,,AWD,9382,9,No,0,20.45
TRAIN_3907,A사,eT,Nearly New,87.552,AWD,47492,6,No,2,74.68
TRAIN_3908,V사,ID4,Nearly New,70.963,AWD,20478,6,No,2,37.18
TRAIN_3909,A사,Q4eT,Brand New,,AWD,3534,8,No,0,59.18
TRAIN_3910,K사,Niro,Pre-Owned,46.0,FWD,68846,1,No,0,28.31
TRAIN_3911,V사,ID4,Brand New,90.0,AWD,1038,7,No,0,34.56
TRAIN_3912,T사,MY,Nearly New,61.153,AWD,25024,3,No,0,77.27
TRAIN_3913,H사,KNE,Nearly New,68.488,FWD,49244,7,No,1,27.62
TRAIN_3914,T사,MS,Pre-Owned,75.145,AWD,153991,1,No,0,81.09
TRAIN_3915,K사,Niro,Pre-Owned,48.093,FWD,73728,3,No,0,28.47
TRAIN_3916,P사,Tay,Pre-Owned,54.849,AWD,96351,2,No,0,114.84
TRAIN_3917,A사,eT,Brand New,91.2,AWD,7254,7,No,0,65.69
