번호,급,지역,기관명,홈페이지,우편번호,설립,구분,주소,전화,FAX,위도,경도
921,초등학교,여수시,상암초등학교,http://ys-sangam.es.jne.kr,59619,공립,본교,"전라남도 여수시 상암로 625 (상암동,상암초등학교)",061-685-4484,061-686-4703,34.82621537,127.7312638
920,초등학교,화순군,능주초등학교,http://neungju.es.jne.kr,58153,공립,본교,"전라남도 화순군 능주면 학샘길 12 (능주면,능주초등학교)",061-372-4586,061-373-6519,34.98816522,126.9562766
919,초등학교,화순군,도곡중앙초등학교,http://dogokjung-ang.es.jne.kr,58154,공립,본교,"전라남도 화순군 도곡면 고인돌1로 115 (도곡면,도곡중앙초등학교)",061-372-4108,061-372-4124,34.98776887,126.910683
918,초등학교,화순군,도곡초등학교,http://hs-dogok.es.jne.kr,58148,공립,본교,"전라남도 화순군 도곡면 천암1길 71 (도곡면,도곡초등학교)",061-373-6021,061-373-6015,35.01354629,126.9078239
917,초등학교,화순군,동면초등학교,http://dongmyeon.es.jne.kr,58132,공립,본교,"전라남도 화순군 동면 충의로 789 (동면,동면초등학교)",061-372-8005,061-373-8411,35.03180372,127.0414453
916,초등학교,화순군,동복초등학교,http://dongbok.es.jne.kr,58102,공립,본교,"전라남도 화순군 동복면 오지호로 300 (동복면,동복초등학교)",061-372-2012,061-372-2303,35.07254339,127.1277438
915,초등학교,화순군,사평초등학교,http://sapyeong.es.jne.kr,58144,공립,본교,전라남도 화순군 남면 김삿갓로 3 (남면),061-373-9226,061-373-7686,35.00838334,127.0919512
914,초등학교,화순군,아산초등학교,http://asan.es.jne.kr,58101,공립,본교,"전남 화순군 북면 학천길 22-2 (북면,아산초등학교)",061-372-5092,061-372-5102,35.16837139,127.132495
913,초등학교,화순군,이양초등학교,http://iyang.es.jne.kr,58165,공립,본교,"전라남도 화순군 이양면 이양로 42 (이양면,이양초등학교)",061-372-2058,061-373-6662,34.88341632,126.9891137
912,초등학교,화순군,천태초등학교,http://cheontae.es.jne.kr,58158,공립,본교,"전라남도 화순군 도암면 천태로 526 , 전라남도 화순군 도암면 천태리 (도암면,천태초등학교)",061-373-1588,061-383-2966,34.94593718,126.8927576
911,초등학교,화순군,청풍초등학교,http://cped.es.jne.kr,58162,공립,본교,"전라남도 화순군 청풍면 평지촌길 54 (청풍면,청풍초등학교)",061-372-9544,061-372-9522,34.87555654,126.9701967
910,초등학교,화순군,춘양초등학교,http://choonyang.es.jne.kr,58157,공립,본교,"전남 화순군 춘양면 춘양로 124 (춘양면,춘양초등학교)",061-372-7040,061-373-7759,34.94903514,126.9590956
909,초등학교,화순군,한천초등학교,http://hs-hancheon.es.jne.kr,58147,공립,,화순군 한천면 청계길 26,061-373-0022,061-373-1600,34.97964232,127.00389
908,초등학교,화순군,화순만연초등학교,http://hsmy.es.jne.kr,58115,공립,본교,"전라남도 화순군 화순읍 알메로 72 (화순읍,화순만연초등학교)",061-375-3114,061-375-3115,35.06132176,126.9949397
907,초등학교,화순군,화순오성초등학교,http://jnosung.es.jne.kr,58109,공립,본교,"전라남도 화순군 화순읍 오성로 516 (화순읍,오성초등학교)",061-372-7413,061-372-7414,35.05203622,126.964867
902,초등학교,고흥군,고흥동초등학교,http://goheungdong.es.jne.kr,59537,공립,본교,"전라남도 고흥군 고흥읍 학교길 56 (고흥읍,고흥동초등학교)",061-830-2172,061-835-0154,34.60816791,127.2913564
901,초등학교,고흥군,과역초등학교,http://gwayeok.es.jne.kr,59511,공립,본교,"전라남도 고흥군 과역면 과역로 815 (과역면,과역초등학교)",061-833-9575,061-833-3477,34.68041627,127.3575876
900,초등학교,나주시,세지초등학교,http://najuseji.es.jne.kr,58318,공립,본교,"전라남도 나주시 세지면 동창로 111 (세지면,세지초등학교)",061-331-2951,061-331-0991,34.91939775,126.7474351
898,초등학교,여수시,상암초등학교묘도분교장,http://ys-sangam.es.jne.kr,59617,공립,분교,전남 여수시 묘도11길 5-1 (묘도동),061-685-3443,061-686-3082,34.89049236,127.7274133
897,초등학교,여수시,성산초등학교,http://yssungsan.es.jne.kr,59637,공립,본교,"전라남도 여수시 대통1길 13 (화장동,성산초등학교)",061-691-0841,061-691-0842,34.77694849,127.6405096
896,초등학교,여수시,소라초등학교,http://sora.es.jne.kr,59649,공립,본교,"전라남도 여수시 소라면 덕양로 431 (소라면,소라초등학교)",061-685-8339,061-683-2679,34.79614517,127.6307362
895,초등학교,여수시,소라초등학교사곡분교장,http://sora.es.jne.kr,59607,공립,,전라남도 여수시 소라면 사곡로 27,061-685-8339,061-683-2679,34.78759407,127.5827281
894,초등학교,여수시,소라초등학교소라남분교장,http://www.sora.es.jne.kr,59654,공립,분교,"전남 여수시 소라면 중촌1길 11 (소라면,소라초등학교 소라남분교장)",061-685-8339,061-683-2679,34.76131901,127.6080103
893,초등학교,여수시,소라초등학교신흥분교장,http://sora.es.jne.kr,59648,공립,분교,"전라남도 여수시 소라면 서부로 472-9 (소라면,소라초등학교 신흥분교장)",061-685-8339,061-683-2679,34.77285935,127.5899304
892,초등학교,여수시,소라초등학교여자분교장,http://sora.es.jne.kr,59650,공립,분교,"전라남도 여수시 화정면 여자대동길 21 (화정면,소라초등학교 여자분교장)",061-685-8339,061-683-2679,34.7661824,127.4924483
891,초등학교,여수시,소호초등학교,http://soho.es.jne.kr,59664,공립,본교,"전라남도 여수시 소호로 499 , 소호초등학교",061-689-6692,061-682-3614,34.74721533,127.6543413
890,초등학교,여수시,시전초등학교,http://sijeon.es.jne.kr,59690,공립,본교,"전라남도 여수시 망마로 82-17 (신기동,시전초등학교)",061-691-0789,061-684-0646,34.75688268,127.6714251
889,초등학교,여수시,신기초등학교,http://yssingi.es.jne.kr,59684,공립,본교,"전라남도 여수시 여천체육공원길 24 (신기동,신기초등학교)",061-686-9283,061-686-9287,34.76088358,127.675573
888,초등학교,여수시,신풍초등학교,http://ys-shinpung.es.jne.kr,59605,공립,본교,"전라남도 여수시 율촌면 여순로 435-4 (율촌면,신풍초등학교)",061-685-7087,061-682-7717,34.84315897,127.6093506
887,초등학교,여수시,쌍봉초등학교,http://ys-ssangbong.es.jne.kr,59679,공립,본교,"전라남도 여수시 흥국로 47 , 쌍봉초등학교 (학동)",061-690-4520,061-684-1280,34.7641363,127.6682987
886,초등학교,여수시,안심초등학교,http://ansim.es.jne.kr,59669,공립,본교,"전라남도 여수시 소호7길 23 (소호동,안심초등학교)",061-692-1251,061-692-1255,34.73997774,127.6464527
885,초등학교,여수시,안일초등학교,http://ys-anil.es.jne.kr,59780,공립,본교,"전라남도 여수시 화양면 화양로 341-3 (화양면,안일 초등학교)",061-686-2977,061-686-1977,34.64006831,127.6265812
884,초등학교,여수시,안일초등학교백야분교장,http://ys-anil.es.jne.kr,59782,공립,분교,"전라남도 여수시 화정면 백야3길 8-21 (화정면,안일초등학교 백야분교장)",061-685-4246,061-686-1977,34.62154137,127.6392783
883,초등학교,여수시,여남초등학교,http://ys-yeonam.es.jne.kr/,59786,공립,본교,"전라남도 여수시 남면 금오로 836 (남면,여남초등학교)",061-666-7017,061-665-9718,34.51213132,127.7668059
882,초등학교,여수시,여수구봉초등학교,http://ysgb.es.jne.kr,59748,공립,본교,"전라남도 여수시 구봉산길 51 (국동,구봉초등학교)",061-641-6845,061-642-8148,34.73654129,127.7148978
881,초등학교,여수시,여수남산초등학교,http://yeosunamsan.es.jne.kr,59753,공립,본교,"전라남도 여수시 남산북10길 8 (남산동,남산초등학교)",061-641-3238,061-641-3249,34.73730674,127.7299162
880,초등학교,여수시,여수남초등학교,http://ysnam.es.jne.kr,59761,공립,본교,"전라남도 여수시 어항로 22 (국동,여수남초등학교)",061-641-6196,061-642-3972,34.73149459,127.7208246
879,초등학교,여수시,여수동초등학교,http://yeosudong.es.jne.kr,59726,공립,본교,"전라남도 여수시 진남로 151 (공화동,동초등학교)",061-666-4793,061-662-3973,34.74702082,127.7405596
878,초등학교,여수시,여수문수초등학교,http://ysmunsu.es.jne.kr,59704,공립,본교,"전라남도 여수시 허문정1길 48-5 , 여수문수초등학교 (문수동,문수초등학교)",061-652-4428,061-652-4430,34.75123094,127.6942481
877,초등학교,여수시,여수미평초등학교,http://mp.es.jne.kr,59697,공립,본교,"전라남도 여수시 좌수영로 390 (미평동,미평초등학교)",061-650-6507,061-652-8125,34.76400236,127.7067065
876,초등학교,여수시,여수봉산초등학교,http://yeosubs.es.jne.kr,59754,공립,본교,"전라남도 여수시 봉산새철4길 28 (봉산동,봉산초등학교)",061-643-9024,061-643-9025,34.73549481,127.7272229
875,초등학교,여수시,여수부영초등학교,http://ysbuyeong.es.jne.kr,59721,공립,본교,"전라남도 여수시 대치3길 27 (여서동,여수부영초등학교)",061-650-1702,061-651-9316,34.74592162,127.7008739
874,초등학교,여수시,여수북초등학교,http://ysbuk.es.jne.kr,59622,공립,본교,"전라남도 여수시 망양로 306 (만흥동,여수북초등학교)",061-651-9395,061-651-9944,34.777848,127.742998
873,초등학교,여수시,여수서초등학교,http://yosuseo.es.jne.kr,59751,공립,본교,"전라남도 여수시 서교1길 29 , 여수서초등학교",061-642-6965,061-641-6750,34.74079032,127.7249893
872,초등학교,여수시,여수신월초등학교,http://ys-sinwol.es.jne.kr,59760,공립,본교,"전라남도 여수시 신월로 614 (신월동,신월초등학교)",061-642-0345,061-641-6724,34.72724478,127.7138876
871,초등학교,여수시,여수양지초등학교,http://ysyangji.es.jne.kr/,59628,공립,본교,"전라남도 여수시 양지1길 21 (미평동,양지초등학교)",061-652-8262,061-652-8263,34.7728539,127.701119
870,초등학교,여수시,여수여문초등학교,http://yeomun.es.jne.kr,59714,공립,본교,"전라남도 여수시 문수로 142-16 (문수동,여문초등학교)",061-651-7142,061-651-7146,34.75593947,127.7099449
869,초등학교,여수시,여수종고초등학교,http://jonggo.es.jne.kr,59724,공립,본교,"전라남도 여수시 공화북6길 52 , 여수종고초등학교 (덕충동,종고초등학교)",061-666-6970,061-663-6632,34.75020326,127.7437288
868,초등학교,여수시,여수좌수영초등학교,http://jwasuyoung.es.jne.kr,59703,공립,본교,"전라남도 여수시 여문2로 50 (문수동,여수좌수영초등학교)",061-650-7807,061-651-8378,34.75260304,127.6926345
867,초등학교,여수시,여수중앙초등학교,http://zo.es.jne.kr,59741,공립,본교,"전라남도 여수시 하멜로 35 (종화동,중앙초등학교)",061-666-6967,061-663-0656,34.74109442,127.7445077
866,초등학교,여수시,여수진남초등학교,http://jinnam.es.jne.kr/,59717,공립,본교,"전라남도 여수시 좌수영로 131 (광무동,진남초등학교)",061-642-0118,061-642-1988,34.75258754,127.7268441
865,초등학교,여수시,여수한려초등학교,http://hallyo.es.jne.kr,59701,공립,본교,"전라남도 여수시 여문1로 80 (문수동,한려초등학교)",061-690-2290,061-652-3164,34.75609474,127.7036946
864,초등학교,여수시,여천초등학교,http://yeocheon.es.jne.kr,59633,공립,본교,"전라남도 여수시 주동1길 30 , 여천초등학교 (주삼동,여천초등학교)",061-690-1890,061-691-0651,34.7881449,127.6545421
863,초등학교,여수시,여남초등학교연도분교장,http://yeondo.es.jne.kr,59787,공립,분교,전라남도 여수시 남면 연도길 297 (남면),061-666-0056,061-665-0678,34.43289372,127.8013743
862,초등학교,여수시,웅천초등학교,http://ungchun.es.jne.kr,59691,공립,본교,"전라남도 여수시 , 웅천중앙로 61(웅천동)",061-690-8807,061-692-9615,34.7499548,127.6743133
861,초등학교,여수시,율촌초등학교,http://yulchon.es.jne.kr,59602,공립,본교,"전라남도 여수시 율촌면 율촌초교길 7 (율촌면,율촌초등학교)",061-685-4843,061-685-4846,34.88215443,127.5765166
860,초등학교,여수시,율촌초등학교산수분교장,http://yulchon.es.jne.kr,59600,공립,분교,"전라남도 여수시 율촌면 왕바위길 135 (율촌면,율촌 초등학교 산수분교장)",061-685-4843,061-685-4846,34.88082839,127.55306
859,초등학교,화순군,화순제일초등학교,http://hsji.es.jne.kr,58127,공립,본교,전라남도 화순군 화순읍 알메로 8 (화순읍),061-375-1300,061-375-9677,35.056238,126.9948129
858,초등학교,화순군,화순초등학교,http://hwasun.es.jne.kr,58112,공립,본교,"전라남도 화순군 화순읍 동헌길 9-7 (화순읍,화순초등학교)",061-370-0108,061-370-0109,35.06547436,126.9841167
857,초등학교,화순군,화순초등학교이서분교장,http://hwasun.es.jne.kr,58103,공립,분교,"전라남도 화순군 이서면 규봉로 979 (이서면,이서초등학교)",061-372-9064,061-372-0305,35.11710887,127.0435201
839,초등학교,여수시,율촌초등학교상봉분교장,http://yulchon.es.jne.kr,59603,공립,분교,"전라남도 여수시 율촌면 상봉1길 7 (율촌면,율촌초등학교상봉분교장)",061-686-0731,061-686-0730,34.82258036,127.5554686
838,초등학교,여수시,죽림초등학교,http://ysjuklim.es.jne.kr,59655,공립,본교,"전라남도 여수시 소라면 죽림로 60 , 죽림초등학교 (소라면)",061-684-7897,061-684-7898,34.76616992,127.6380407
837,초등학교,여수시,화양초등학교,http://ys-hwayang.es.jne.kr,59779,공립,본교,"전라남도 여수시 화양면 화동로 149 (화양면,화양초등학교)",061-686-6516,061-685-4329,34.6865179,127.5946121
836,초등학교,여수시,화정초등학교,http://whajeong.es.jne.kr,59783,공립,본교,"전라남도 여수시 화정면 개도화산길 50 (화정면,화정초등학교)",061-666-8655,061-666-0231,34.57069017,127.6596288
835,초등학교,여수시,화태초등학교두라분교장,http://hwatae.es.jne.kr,59784,공립,분교,"전라남도 여수시 남면 대두길 87 (남면,화태초등학교두라분교)",061-666-9991,061-666-5804,34.56888691,127.7348226
832,초등학교,여수시,화태초등학교월호분교장,http://hwatae.es.jne.kr,59782,공립,분교,"전라남도 여수시 화정면 월호큰길 54 (화정면,화태초등학교월호분교)",061-665-7124,061-665-8352,34.57427391,127.7227254
831,초등학교,여수시,여도초등학교,http://yeodo.es.jne.kr,59632,사립,본교,전라남도 여수시 상암로 7 (봉계동),061-690-3200,061-685-2815,35.009062,126.786347
796,초등학교,영광군,군남초등학교,http://gunnam.es.jne.kr,57060,공립,본교,전라남도 영광군 군남면 군불로 135 (군남면),061-352-4313,061-351-5255,35.23652402,126.4574775
795,초등학교,영광군,군서초등학교,http://gunseo.es.jne.kr,57033,공립,본교,"전라남도 영광군 군서면 군서로 50 , 군서초등학교",061-353-4506,061-351-4887,35.25713652,126.4781571
794,초등학교,영광군,대마초등학교,http://daema.es.jne.kr,57054,공립,본교,"전라남도 영광군 대마면 영장로 277 , 대마초등학교",061-352-4323,061-351-5018,35.30313947,126.5818296
789,초등학교,장성군,동화초등학교,http://donghwa.es.jne.kr,57241,공립,본교,"전남 장성군 동화면 용정교촌길 45 (동화면,교실)",061-392-1258,061-392-5669,35.27410862,126.7363941
788,초등학교,장성군,북이초등학교,http://buki.es.jne.kr,57200,공립,본교,"전라남도 장성군 북이면 신창길 5-1 , 북이초등학교",061-392-8223,061-393-1719,35.43231963,126.8041881
787,초등학교,장성군,북일초등학교,http://bugil.es.jne.kr,57230,공립,본교,"전라남도 장성군 북일면 신흥로 574 (북일면,교실)",061-393-1710,061-393-4320,34.46739334,126.6767422
786,초등학교,장성군,분향초등학교,http://bunhyang.es.jne.kr,57249,공립,본교,"전라남도 장성군 남면 황토단감로 142-11 (남면,강당)",061-392-5726,061-392-2585,35.23916081,126.802065
785,초등학교,장성군,사창초등학교,http://js-sachang.es.jne.kr,57238,공립,본교,"전라남도 장성군 삼계면 사창로 64-17 , 사창초등학교 (삼계면,사창초등학교)",061-399-0700,061-399-0799,35.26039514,126.6667583
784,초등학교,영광군,묘량중앙초등학교,http://myjungang.es.jne.kr,57056,공립,본교,전라남도 영광군 묘량면 동삼로 2 (묘량면),061-352-5416,061-351-4151,35.25920228,126.5441743
783,초등학교,영광군,백수서초등학교,http://beaksu.es.jne.kr,57029,공립,본교,전라남도 영광군 백수읍 지산길4길 50-11 (백수읍),061-352-4750,061-351-5442,35.28254022,126.3968727
782,초등학교,영광군,백수초등학교,http://baeksu.es.jne.kr,57028,공립,본교,전라남도 영광군 백수읍 백수로10길 21 (백수읍),061-352-7024,061-352-7333,35.28210109,126.4206231
781,초등학교,영광군,법성포초등학교,http://beobseong.es.jne.kr,57010,공립,본교,전라남도 영광군 법성면 용덕로 43 (법성면),061-356-2489,061-356-7939,35.3593425,126.45513
780,초등학교,영광군,법성포초등학교안마분교장,http://beobseong.es.jne.kr,57069,공립,분교,전라남도 영광군 낙월면 안마길1길 25 (낙월면),061-356-4493,061-356-7939,35.34478278,126.0252864
779,초등학교,영광군,불갑초등학교,http://bulgap.es.jne.kr,57059,공립,본교,"전라남도 영광군 불갑면 강항로 7 , 불갑초등학교",061-352-8009,061-351-4575,35.2116359,126.5080134
778,초등학교,영광군,염산초등학교,http://yeomsan.es.jne.kr,57066,공립,본교,전라남도 영광군 염산면 칠산로 124 (염산면),061-352-9046,061-353-9046,35.22095435,126.3665479
777,초등학교,영광군,염산초등학교낙월분교장,http://yeomsan.es.jne.kr,57068,공립,분교,"전라남도 영광군 낙월면 낙월길 70 (낙월면, 염산초등학교낙월분교장병설유치원)",061-352-3230,061-353-5191,35.20205743,126.1365228
776,초등학교,영광군,영광중앙초등학교,http://ygja.es.jne.kr,57036,공립,본교,전라남도 영광군 영광읍 천년로13길 57-9 (영광읍),061-353-2892,061-353-2694,35.27974707,126.5051264
775,초등학교,영광군,영광초등학교,http://yeonggwang.es.jne.kr,57051,공립,본교,전라남도 영광군 중앙로 216-7 (영광읍),061-350-8600,061-353-4154,35.27893735,126.5134894
774,초등학교,영광군,홍농서초등학교,http://hongnongsu.es.jne.kr,57003,공립,본교,전라남도 영광군 홍농읍 홍농로4길 30 (홍농읍),061-356-3243,061-356-6839,35.41843976,126.4401633
773,초등학교,영광군,홍농초등학교,http://hongnong.es.jne.kr,57004,공립,본교,"전라남도 영광군 홍농읍 상하길 76-22 , 홍농초등학교",061-356-3204,061-356-4838,35.39936399,126.4478907
766,초등학교,장성군,삼서초등학교,http://samseo.es.jne.kr,57255,공립,본교,"전라남도 장성군 삼서면 대곡한실길 26 (삼서면,다목적강당)",061-394-2069,061-394-0033,35.22994714,126.6536743
765,초등학교,장성군,서삼초등학교,http://seosam.es.jne.kr,57232,공립,본교,전라남도 장성군 서삼면 축령로 368 (서삼면),061-390-9933,061-393-4768,35.33361937,126.7685869
764,초등학교,장성군,약수초등학교,http://js-yaksu.es.jne.kr,57205,공립,본교,전라남도 장성군 북하면 백양로 883,061-392-7448,061-392-5465,35.40827922,126.8814256
763,초등학교,장성군,월평초등학교,http://wolpyeong.es.jne.kr,57227,공립,본교,"전라남도 장성군 황룡면 신월산1길 10 , 월평초등학교",061-390-6720,061-390-6799,35.29084497,126.7758895
762,초등학교,장성군,장성성산초등학교,http://jss4u.es.jne.kr,57214,공립,본교,"전라남도 장성군 장성읍 성산2길 21 (장성읍,성산초등학교)",061-399-3900,061-393-1679,35.32656528,126.8063835
761,초등학교,장성군,장성중앙초등학교,http://jangseong-jungang.es.jne.kr,57219,공립,본교,"전라남도 장성군 장성읍 제봉로 84 (장성읍,장성중앙초등학교)",061-390-9790,061-392-2018,35.29904581,126.7871252
760,초등학교,장성군,진원동초등학교,http://jinwondong.es.jne.kr,57246,공립,본교,"전라남도 장성군 진원면 불태3로 245 , 진원동초등학교",061-393-5362,061-393-1873,35.26041299,126.8636015
759,초등학교,장성군,진원초등학교,http://jinwon.es.jne.kr,57244,공립,본교,"전라남도 장성군 진원면 진남1로 199 (진원면,사택)",061-392-9822,061-392-9823,35.26278158,126.8218811
752,초등학교,영암군,구림초등학교,http://gurim.es.jne.kr,58434,공립,본교,"전라남도 영암군 군서면 왕인로 509 (군서면,구림초등학교)",061-473-4525,061-473-9439,34.76373847,126.632284
751,초등학교,영암군,금정초등학교,http://geumjeong.ms.jne.kr,58405,공립,본교,"전라남도 영암군 금정면 영나로 836 (금정면,금정중학교)",061-472-2044,061-473-9615,34.86128448,126.7534745
750,초등학교,영암군,대불초등학교,http://daebul.es.jne.kr,58458,공립,본교,"전라남도 영암군 삼호읍 대불주거6로 41 (삼호읍,대불초등학교)",061-462-4100,061-464-6586,34.75709217,126.4606412
749,초등학교,영암군,덕진초등학교,http://deokjin.es.jne.kr,58409,공립,본교,"전라남도 영암군 덕진면 백운선로 21 (덕진면,덕진초등학교)",061-472-1915,061-473-3271,34.82148517,126.6987828
748,초등학교,영암군,도포초등학교,http://dopocho.es.jne.kr,58429,공립,본교,"전라남도 영암군 도포면 줄다리로 117 (도포면,도포초등학교)",061-472-3016,061-472-9041,34.83654887,126.6353365
747,초등학교,영암군,독천초등학교,http://dokcheon.es.jne.kr,58439,공립,본교,"전라남도 영암군 학산면 영산로 58 (학산면,독천초등학교)",061-472-9582,061-471-1523,34.72831642,126.5644595
746,초등학교,영암군,미암초등학교,http://miam.es.jne.kr,58444,공립,본교,"전라남도 영암군 미암면 미중로 61 (미암면,미암초등학교)",061-473-9590,061-471-3960,34.69947394,126.5734208
745,초등학교,영암군,삼호서초등학교,http://samhoseo.es.jne.kr,58462,공립,본교,"전라남도 영암군 삼호읍 신항로 77 삼호서초등학교 (삼호읍,삼호서초등학교)",061-461-2988,061-461-2983,34.74619106,126.3779433
744,초등학교,영암군,삼호중앙초등학교,http://samhojungang.es.jne.kr,58458,공립,본교,"전라남도 영암군 삼호읍 중앙촌길 35 , 삼호중앙초등학교 (삼호읍,삼호중앙초등학교)",061-462-6005,061-462-6641,34.74745219,126.4700083
743,초등학교,영암군,서창초등학교,http://ya-seochang.es.jne.kr,58467,공립,본교,"전라남도 영암군 삼호읍 서창호수길 4 (삼호읍,서창초등학교)",061-473-9732,061-473-0576,34.72846759,126.5322935
742,초등학교,영암군,시종초등학교,http://sijong.es.jne.kr,58427,공립,본교,"전라남도 영암군 시종면 내동중앙로 17 (시종면,시종초등학교)",061-473-0833,061-471-0847,34.86773346,126.6074767
741,초등학교,영암군,신북초등학교,http://ya-sinbuk.es.jne.kr,58401,공립,본교,"전라남도 영암군 신북면 간은정로 67 (신북면,신북초등학교)",061-472-9025,061-473-7292,34.89137601,126.6958279
740,초등학교,영암군,영암초등학교,http://yeongam.es.jne.kr,58414,공립,본교,"전라남도 영암군 영암읍 영암초중고길 1 (영암읍,영암초등학교)",061-473-0784,061-473-2963,34.79734305,126.6878033
739,초등학교,영암군,용당초등학교,http://ya-yongdang.es.jne.kr,58450,공립,본교,"전라남도 영암군 삼호읍 아산길 26-10 (삼호읍,용당초등학교)",061-464-6379,061-464-2154,34.76191612,126.3996967
738,초등학교,영암군,장천초등학교,http://ya-jangcheon.es.jne.kr,58437,공립,본교,"전라남도 영암군 서호면 서호로 332 (서호면,장천초등학교)",061-472-7054,061-471-7054,34.75603314,126.5830254
737,초등학교,나주시,문평초등학교,http://munpyeong.es.jne.kr,58200,공립,본교,"전라남도 나주시 문평면 문평로 15 (문평면,문평초등학교)",061-336-5014,061-336-8399,35.05875512,126.6033111
736,초등학교,나주시,반남초등학교,http://bannam.es.jne.kr,58303,공립,본교,"전라남도 나주시 반남면 고분로 712 , 반남초등학교 (반남면,반남초등학교)",061-336-1058,061-336-1068,34.91199939,126.658963
735,초등학교,나주시,봉황초등학교,http://bonghwang.es.jne.kr,58307,공립,본교,"전라남도 나주시 봉황면 죽석길 31 (봉황면,봉황초등학교)",061-337-4405,061-331-5967,34.95765485,126.7881475
734,초등학교,나주시,빛가람초등학교,http://bgr.es.jne.kr,58217,공립,본교,"전라남도 나주시 그린로 176 , 빛가람초등학교 (빛가람동)",061-338-8171,061-336-7110,35.00909367,126.7853287
733,초등학교,나주시,산포초등학교,http://najusanpo.es.jne.kr,58214,공립,본교,"전라남도 나주시 산포면 산포로 400 (산포면,산포초등학교)",061-337-1015,061-337-4181,35.03344786,126.8061217
718,초등학교,영암군,학산초등학교,http://ya-haksan.es.jne.kr,58440,공립,본교,"전라남도 영암군 학산면 금계로 193 (학산면,학산초등학교)",061-472-4166,061-472-5342,34.72056015,126.596789
705,초등학교,완도군,고금초등학교,http://gogeum.es.jne.kr,59130,공립,본교,"전라남도 완도군 고금면 고금동로 17-33 (고금면,고금초등학교)",061-555-5312,061-555-5315,34.39613127,126.8000039
704,초등학교,완도군,군외초등학교,http://gunoe.es.jne.kr,59100,공립,본교,"전라남도 완도군 군외면 청해진서로 2020 (군외면,군외초교)",061-552-5473,061-554-4673,34.37942458,126.6466237
703,초등학교,완도군,금당초등학교,http://kumdang.ms.jne.kr,59137,공립,본교,"전라남도 완도군 금당면 금당로 220-23 (금당면,금당초교)",061-843-2213,061-843-2214,34.44104275,127.0612635
702,초등학교,완도군,금일동초등학교,http://geumildong.es.jne.kr,59143,공립,본교,"전라남도 완도군 금일읍 금일로725번길 18-13 (금일읍,금일동초교)",061-552-9940,061-553-2208,34.34050617,127.055013
701,초등학교,완도군,금일초등학교,http://geumil.es.jne.kr,59140,공립,본교,"전라남도 완도군 금일읍 금일로457번길 38 (금일읍,금일초교)",061-553-4000,061-554-8799,34.35541366,127.033305
700,초등학교,완도군,넙도초등학교,http://nepdo.es.jne.kr,59159,공립,본교,전라남도 완도군 노화읍 넙도길 294-31 (노화읍),061-553-4200,061-554-4380,34.18845921,126.5042129
694,초등학교,장흥군,관산남초등학교,http://gwansannam.es.jne.kr,59357,공립,본교,전라남도 장흥군 관산읍 장흥대로 1350 (관산읍),061-867-0684,061-867-9021,34.52650787,126.9540752
693,초등학교,장흥군,관산초등학교,http://jh-gwansan.es.jne.kr,59348,공립,본교,전라남도 장흥군 관산읍 관산로 64 (관산읍),061-867-3114,061-867-6193,34.56155709,126.9393805
692,초등학교,장흥군,대덕초등학교,http://jh-daedeok.es.jne.kr,59363,공립,본교,전라남도 장흥군 대덕읍 대대로 947 (대덕읍),061-867-2143,061-867-0811,34.50028797,126.8891765
691,초등학교,장흥군,명덕초등학교,http://md.es.jne.kr,59358,공립,본교,전라남도 장흥군 회진면 회진로 805-17 (회진면),061-867-5013,061-867-4960,34.4791602,126.966598
690,초등학교,장흥군,부산초등학교,http://busan.es.jne.kr,59302,공립,본교,"전라남도 장흥군 부산면 부유로 25-16 (부산면,부산초등학교)",061-863-5009,061-863-5014,34.72291091,126.9012739
669,초등학교,완도군,넙도초등학교서리분교장,http://nepdo.es.jne.kr,59159,공립,분교,"전라남도 완도군 노화읍 넙도298번길 18 , 넙도초등학교서리분교장",061-553-4335,061-554-4380,34.18834919,126.5010893
668,초등학교,완도군,노화북초등학교,http://nohwabuk.es.jne.kr,59154,공립,본교,"전라남도 완도군 노화읍 노화서로614번길 102 (노화읍,노화북초교)",061-553-4902,061-554-4013,34.21624042,126.5776814
667,초등학교,완도군,노화중앙초등학교,http://wdnj.es.jne.kr,59157,공립,본교,"전라남도 완도군 노화읍 이목25번길 49-13 (노화읍,노화중앙초교)",061-553-1556,061-553-3080,34.17883256,126.5715853
666,초등학교,완도군,노화초등학교,http://nohwa.es.jne.kr,59156,공립,본교,"전라남도 완도군 노화읍 노화서로 149 (노화읍,노화초교)",061-553-9707,061-553-1729,34.19586522,126.569989
665,초등학교,완도군,보길동초등학교,http://bogildong.es.jne.kr,59163,공립,본교,"전남 완도군 보길면 보길동로392번길 6-18 (보길면,보길동초등학교)",061-553-6202,061-552-9818,34.16332614,126.5925685
664,초등학교,완도군,보길초등학교,http://bogil.es.jne.kr,59161,공립,본교,"전라남도 완도군 보길면 부황길 67 (보길면,보길초교)",061-553-6200,061-554-9100,34.162136,126.5551292
663,초등학교,완도군,생영초등학교,http://sangyong.es.jne.kr,59144,공립,본교,"전라남도 완도군 생일면 생일로579번길 3 (생일면,생영초등학교)",061-553-3600,061-552-2150,34.33302176,126.9963661
662,초등학교,완도군,소안초등학교,http://soan.es.jne.kr,59165,공립,본교,"전라남도 완도군 소안면 소안로 213 , 소안초등학교 (소안면,소안초등학교)",061-553-7251,061-554-1704,34.17255577,126.6542953
