CID,AGE,등록(계/피),고용상태,성별,Willingness to pay/Stay,갱신,상품타입,교육수준,소득,지역,결혼여부,월 납입액,VOC,타 상품 보유 현황,온라인방문빈도,갱신인센티브,판매채널,총지불금액,자동차,거주지사이즈
4576,5,계약자,고용,0,15.2847,1,고급,고졸이하,71149000,도시근교,미혼,130,0,2,비방문,할인,대리점,688000,일반세단,중
4577,4,피보험자,고용,0,3.0414,0,기본,고졸이하,77532000,도시근교,기혼,70,1,1,자주방문,포인트,자사영업,409000,일반세단,중
4578,3,계약자,휴직,0,14.9517,1,기본,고졸이하,13738000,도시근교,기혼,130,0,2,비방문,설계사독려,대리점,705000,SUV,소
4579,2,계약자,무직,0,9.8346,0,중급,대학졸업,0,시골,기혼,80,0,2,비방문,할인,대리점,100000,컴팩트카,대
4580,4,피보험자,고용,1,9.4239,0,기본,고졸이하,39184000,도시근교,미혼,120,1,4이상,자주방문,설계사독려,자사영업,658000,SUV,중
4581,4,계약자,휴직,0,8.5914,0,기본,고졸이하,31778000,도시근교,기혼,230,0,1,비방문,할인,자사영업,1162000,고급차,중
4582,4,계약자,고용,0,6.5379,0,기본,고졸이하,47324000,도시근교,기혼,80,1,4이상,비방문,설계사독려,자사영업,439000,일반세단,소
4583,3,계약자,무직,1,6.4047,0,중급,대학졸업,0,도시근교,미혼,90,0,4이상,비방문,할인,자사영업,1169000,일반세단,중
4584,1,계약자,고용,1,5.8386,0,기본,고졸이하,108414000,도시근교,기혼,70,1,4이상,비방문,없음,인터넷,391000,일반세단,소
4585,3,계약자,휴직,1,2.664,0,기본,고졸이하,29139000,도시근교,기혼,70,3,1,비방문,할인,대리점,415000,일반세단,중
4586,1,계약자,고용,1,10.1232,0,고급,대학졸업,119411000,시골,기혼,130,0,3,비방문,할인,인터넷,102000,일반세단,중
4587,5,계약자,고용,0,29.0598,0,중급,고졸이하,81943000,도심,기혼,90,1,2,종종,설계사독려,자사영업,424000,일반세단,중
4588,4,피보험자,고용,0,17.3604,0,중급,석사,38899000,도심,기혼,140,0,2,자주방문,포인트,대리점,602000,SUV,중
4589,3,계약자,고용,0,2.8527,1,기본,석사,42047000,시골,미혼,70,0,1,비방문,설계사독려,인터넷,53000,일반세단,중
4590,3,계약자,고용,0,5.9052,0,기본,고졸이하,30901000,도시근교,기혼,70,0,4이상,비방문,설계사독려,대리점,397000,컴팩트카,소
4591,5,계약자,고용,1,8.325,0,중급,대학졸업,73413000,도심,미혼,110,0,4이상,비방문,설계사독려,대리점,506000,컴팩트카,중
4592,1,계약자,고용,1,13.5087,0,고급,대학졸업,105971000,시골,기혼,110,3,2,비방문,할인,대리점,297000,일반세단,중
4593,4,계약자,고용,0,2.8971,0,기본,대학졸업,72405000,도심,기혼,60,0,1,비방문,없음,대리점,225000,일반세단,중
4594,1,계약자,고용,1,3.0081,0,기본,대학졸업,97320000,시골,기혼,70,0,1,비방문,포인트,대리점,154000,일반세단,중
4595,4,계약자,고용,1,6.1383,1,기본,대학졸업,43367000,도시근교,미혼,70,0,4이상,비방문,할인,대리점,427000,일반세단,중
4596,2,계약자,고용,1,9.7902,1,기본,고졸이하,119984000,도시근교,기혼,120,1,4이상,비방문,설계사독려,자사영업,652000,SUV,중
4597,3,계약자,고용,0,21.1011,0,기본,고졸이하,35837000,도시근교,미혼,60,0,2,비방문,설계사독려,대리점,362000,컴팩트카,중
4598,3,계약자,고용,0,9.0687,0,기본,대학졸업,49033000,시골,미혼,70,3,2,비방문,포인트,콜센터,152000,일반세단,중
4599,1,계약자,고용,0,8.5581,0,중급,대학졸업,85482000,시골,기혼,110,3,4이상,비방문,할인,인터넷,243000,컴팩트카,중
4600,4,계약자,고용,1,6.1383,1,기본,대학졸업,43367000,도시근교,미혼,70,0,4이상,비방문,할인,대리점,427000,일반세단,중
4601,3,계약자,고용,1,13.4643,0,기본,대학졸업,35367000,시골,기혼,120,0,2,비방문,없음,콜센터,294000,SUV,중
4602,5,계약자,고용,1,10.0788,0,기본,고졸이하,81803000,도시근교,기혼,120,0,4이상,비방문,포인트,대리점,676000,SUV,중
4603,2,계약자,휴직,1,7.548,0,기본,대학졸업,21555000,도시근교,미혼,60,0,2,비방문,할인,자사영업,385000,컴팩트카,중
4604,3,계약자,FALSE,0,3.1857,1,중급,대학졸업,28091000,도시근교,미혼,80,0,1,비방문,설계사독려,콜센터,462000,일반세단,중
4605,3,계약자,휴직,0,2.664,1,기본,박사,26421000,도시근교,미혼,60,0,1,비방문,설계사독려,자사영업,412000,컴팩트카,중
4606,4,피보험자,고용,0,7.8699,0,중급,대학졸업,27678000,도시근교,기혼,90,0,4이상,자주방문,할인,자사영업,528000,일반세단,중
4607,4,피보험자,고용,0,4.5843,0,기본,대학졸업,38591000,도심,기혼,110,0,1,자주방문,할인,대리점,550000,SUV,중
4608,3,피보험자,휴직,1,4.4955,0,기본,대학졸업,16019000,도시근교,미혼,130,0,1,자주방문,할인,콜센터,694000,SUV,중
4609,4,계약자,고용,0,5.4057,0,기본,대학졸업,53997000,도시근교,기혼,60,0,4이상,비방문,할인,대리점,442000,일반세단,중
4610,1,피보험자,고용,0,3.219,0,기본,대학졸업,115528000,시골,기혼,80,2,1,자주방문,할인,콜센터,83000,컴팩트카,중
4611,3,계약자,고용,0,4.7508,1,기본,대학졸업,49106000,시골,기혼,120,1,1,비방문,할인,대리점,206000,SUV,중
4612,3,계약자,고용,0,8.6025,0,기본,대학졸업,27240000,시골,미혼,70,1,2,비방문,포인트,자사영업,42000,일반세단,중
4613,1,계약자,고용,1,7.3593,0,중급,대학졸업,109055000,도심,기혼,90,1,4이상,비방문,할인,대리점,390000,컴팩트카,중
4614,4,계약자,고용,1,8.2917,0,기본,대학졸업,53098000,도심,기혼,60,2,2,비방문,할인,대리점,364000,일반세단,중
4615,1,계약자,고용,1,6.1716,0,기본,대학졸업,111371000,시골,미혼,70,0,3,비방문,없음,인터넷,43000,일반세단,소
4616,2,계약자,고용,0,6.771,0,중급,대학졸업,89235000,도심,기혼,80,0,3,비방문,할인,대리점,265000,일반세단,대
4617,1,계약자,고용,1,3.1746,0,기본,대학졸업,120147000,도심,기혼,70,0,1,종종,설계사독려,인터넷,253000,일반세단,소
4618,3,계약자,무직,1,6.6489,0,중급,대학졸업,0,도시근교,미혼,90,0,4이상,비방문,할인,인터넷,809000,일반세단,소
4619,3,계약자,휴직,0,6.2604,0,기본,대학졸업,23543000,시골,미혼,70,0,4이상,비방문,할인,대리점,118000,컴팩트카,중
4620,4,계약자,고용,0,5.6277,0,중급,대학졸업,34963000,도시근교,기혼,150,0,1,비방문,없음,대리점,820000,SUV,중
4621,3,피보험자,무직,0,2.5086,0,기본,대학졸업,0,도시근교,기혼,60,0,1,자주방문,없음,대리점,481000,일반세단,중
4622,4,피보험자,고용,1,16.0284,1,고급,석사,73159000,시골,기혼,130,0,2,자주방문,할인,대리점,136000,컴팩트카,중
4623,4,계약자,고용,0,5.4723,0,기본,대학졸업,74247000,도심,기혼,60,0,4이상,비방문,포인트,인터넷,335000,컴팩트카,대
4624,4,계약자,고용,1,13.3644,1,기본,대학졸업,53389000,도시근교,미혼,120,0,2,종종,할인,콜센터,617000,SUV,중
4625,1,계약자,고용,1,9.5016,1,기본,고졸이하,114999000,시골,기혼,120,0,4이상,비방문,설계사독려,대리점,220000,스포츠카,중
4626,2,계약자,휴직,0,2.6196,0,기본,대학졸업,21708000,도심,기혼,60,2,1,비방문,포인트,콜센터,226000,일반세단,중
4627,1,계약자,고용,1,6.1827,0,기본,고졸이하,89791000,도심,미혼,70,0,3,비방문,할인,대리점,248000,컴팩트카,중
4628,3,계약자,휴직,0,5.7165,0,기본,대학졸업,27151000,도시근교,기혼,70,0,3,비방문,할인,콜센터,397000,일반세단,중
4629,4,계약자,고용,0,3.2634,0,기본,대학졸업,49254000,도심,미혼,80,0,1,비방문,포인트,콜센터,406000,일반세단,중
4630,4,계약자,휴직,1,16.0173,0,중급,고졸이하,29515000,도시근교,기혼,140,0,2,비방문,설계사독려,자사영업,1054000,SUV,소
4631,1,계약자,고용,0,14.4633,0,중급,대학졸업,91877000,시골,미혼,80,1,2,비방문,없음,인터넷,53000,일반세단,중
4632,4,계약자,고용,1,2.7195,0,기본,대학졸업,79106000,도시근교,미혼,70,0,1,비방문,설계사독려,대리점,368000,일반세단,소
4633,3,계약자,무직,0,5.1726,0,기본,대학졸업,0,도시근교,미혼,70,1,4이상,비방문,할인,콜센터,605000,일반세단,중
4634,5,계약자,고용,0,6.216,0,기본,대학졸업,76453000,도시근교,기혼,70,0,4이상,비방문,없음,콜센터,549000,일반세단,중
4635,2,피보험자,휴직,1,4.4622,0,기본,대학졸업,12106000,시골,기혼,110,0,1,자주방문,설계사독려,인터넷,135000,SUV,중
4636,1,계약자,고용,0,24.642,0,기본,대학졸업,94892000,시골,기혼,210,0,2,비방문,할인,콜센터,180000,고급차,중
4637,3,계약자,무직,0,8.1474,0,기본,대학졸업,0,도시근교,미혼,70,0,2,비방문,설계사독려,콜센터,592000,일반세단,중
4638,4,피보험자,휴직,1,5.328,0,기본,대학졸업,28365000,도시근교,기혼,70,0,4이상,자주방문,할인,인터넷,569000,컴팩트카,중
4639,1,계약자,고용,0,3.0414,0,기본,대학졸업,119215000,도심,기혼,70,0,1,비방문,설계사독려,자사영업,399000,컴팩트카,중
4640,3,계약자,무직,1,7.7034,0,중급,대학졸업,0,도시근교,기혼,90,0,3,비방문,할인,자사영업,545000,컴팩트카,중
4641,3,피보험자,무직,0,2.664,1,기본,대학졸업,0,도시근교,기혼,70,2,1,자주방문,설계사독려,콜센터,535000,일반세단,대
4642,4,계약자,고용,0,5.9718,1,기본,대학졸업,66514000,도시근교,기혼,70,0,4이상,비방문,할인,대리점,397000,일반세단,중
4643,4,피보험자,휴직,1,9.3573,0,기본,대학졸업,25298000,도심,기혼,120,0,4이상,자주방문,설계사독려,콜센터,560000,SUV,중
4644,3,계약자,무직,0,8.3916,0,기본,고졸이하,0,도시근교,미혼,70,0,2,비방문,할인,인터넷,614000,일반세단,중
4645,4,피보험자,휴직,1,8.6469,0,기본,고졸이하,29639000,도시근교,기혼,70,0,2,자주방문,설계사독려,대리점,614000,일반세단,중
4646,3,피보험자,고용,1,5.3169,0,중급,대학졸업,54347000,시골,미혼,140,0,1,자주방문,포인트,인터넷,258000,스포츠카,소
4647,4,계약자,고용,1,10.7781,0,중급,대학졸업,36568000,도시근교,미혼,90,0,2,종종,없음,인터넷,526000,일반세단,소
4648,3,계약자,고용,0,2.8305,0,기본,대학졸업,42239000,시골,기혼,70,0,1,비방문,없음,인터넷,149000,컴팩트카,중
4649,3,계약자,휴직,1,5.7942,0,기본,대학졸업,19844000,도시근교,미혼,80,0,4이상,비방문,포인트,자사영업,421000,일반세단,중
4650,2,계약자,휴직,1,5.5611,0,기본,고졸이하,13089000,도시근교,미혼,70,0,3,비방문,할인,콜센터,391000,일반세단,중
4651,5,계약자,고용,0,6.216,1,중급,고졸이하,45659000,도시근교,기혼,150,0,1,비방문,할인,자사영업,824000,SUV,중
4652,4,계약자,고용,1,4.9506,0,기본,대학졸업,65738000,도심,미혼,120,0,1,비방문,할인,인터넷,578000,SUV,중
4653,3,계약자,고용,1,9.102,0,기본,박사,30500000,도시근교,미혼,80,0,2,비방문,설계사독려,자사영업,421000,일반세단,중
4654,3,계약자,무직,0,3.0525,0,기본,고졸이하,0,도시근교,기혼,80,0,1,비방문,설계사독려,자사영업,439000,일반세단,중
4655,2,피보험자,휴직,0,11.3442,0,기본,대학졸업,21811000,도심,기혼,70,0,2,자주방문,할인,자사영업,272000,일반세단,중
4656,3,계약자,휴직,1,2.7195,1,기본,대학졸업,35733000,도시근교,미혼,70,0,1,비방문,할인,대리점,409000,일반세단,중
4657,2,계약자,고용,0,6.5157,0,기본,대학졸업,92718000,도시근교,미혼,70,0,4이상,비방문,할인,자사영업,551000,일반세단,소
4658,1,계약자,고용,0,3.4632,0,중급,대학졸업,106689000,도심,미혼,80,0,1,비방문,없음,인터넷,442000,일반세단,대
4659,4,계약자,고용,0,6.1827,0,중급,대학졸업,61874000,시골,기혼,160,0,1,비방문,할인,인터넷,292000,SUV,중
4660,3,계약자,FALSE,0,10.0233,0,중급,대학졸업,20395000,도시근교,미혼,140,0,4이상,비방문,할인,대리점,741000,SUV,대
4661,1,계약자,고용,1,8.4249,0,중급,대학졸업,119400000,시골,기혼,100,0,4이상,비방문,설계사독려,콜센터,288000,컴팩트카,중
4662,4,계약자,고용,1,2.5086,0,기본,대학졸업,70046000,도시근교,미혼,60,4,1,비방문,할인,대리점,368000,컴팩트카,중
4663,5,계약자,고용,0,36.1971,0,고급,박사,54284000,도시근교,기혼,320,0,2,비방문,포인트,콜센터,1589000,고급차,중
4664,1,계약자,고용,0,10.4895,0,중급,대학졸업,112054000,시골,기혼,80,0,2,비방문,없음,자사영업,51000,컴팩트카,중
4665,5,피보험자,고용,1,7.548,0,고급,고졸이하,52584000,도시근교,기혼,190,0,1,자주방문,할인,콜센터,1395000,SUV,중
4666,2,계약자,고용,1,10.8447,0,중급,대학졸업,90910000,도심,기혼,90,0,2,비방문,설계사독려,대리점,463000,일반세단,대
4667,2,계약자,무직,0,8.0919,0,기본,박사,0,도시근교,미혼,70,0,2,비방문,할인,대리점,397000,일반세단,중
4668,4,계약자,고용,0,6.3048,0,기본,박사,44388000,도심,기혼,70,0,3,종종,할인,대리점,302000,일반세단,중
4669,4,계약자,고용,1,7.0263,0,중급,대학졸업,61098000,도시근교,미혼,90,0,3,비방문,포인트,콜센터,486000,컴팩트카,소
4670,3,계약자,고용,0,5.4612,0,기본,대학졸업,26326000,시골,기혼,60,0,3,비방문,설계사독려,대리점,4000,일반세단,중
4671,2,계약자,고용,0,5.328,0,기본,대학졸업,93548000,도심,기혼,130,0,1,비방문,할인,대리점,423000,스포츠카,중
4672,4,계약자,FALSE,1,11.5551,1,기본,고졸이하,24308000,도시근교,미혼,110,1,2,비방문,할인,자사영업,647000,SUV,중
4673,1,피보험자,고용,0,10.2675,0,중급,고졸이하,116601000,도시근교,기혼,80,0,2,자주방문,포인트,콜센터,515000,일반세단,소
4674,2,계약자,고용,1,8.1252,0,기본,고졸이하,97174000,도심,기혼,210,0,1,비방문,포인트,대리점,763000,고급차,중
4675,4,계약자,고용,0,9.1908,0,고급,대학졸업,57918000,도시근교,미혼,120,0,4이상,비방문,설계사독려,대리점,628000,일반세단,중
4676,2,계약자,고용,1,6.2604,0,기본,박사,85125000,도시근교,기혼,80,4,3,비방문,설계사독려,대리점,448000,일반세단,소
4677,2,계약자,고용,1,16.6167,0,중급,고졸이하,102501000,도시근교,기혼,100,0,2,종종,설계사독려,자사영업,766000,컴팩트카,소
4678,2,계약자,고용,0,10.3674,0,고급,석사,84332000,시골,기혼,130,0,4이상,비방문,할인,대리점,279000,일반세단,중
4679,5,계약자,고용,1,53.6796,0,중급,대학졸업,63088000,도시근교,미혼,150,0,2,비방문,포인트,콜센터,1447000,SUV,중
4680,5,피보험자,고용,1,6.3159,0,기본,대학졸업,75879000,도시근교,기혼,70,0,3,자주방문,할인,콜센터,421000,일반세단,중
4681,1,계약자,고용,1,9.5682,1,기본,대학졸업,116999000,도시근교,미혼,70,0,2,비방문,할인,대리점,433000,일반세단,중
4682,5,계약자,고용,1,5.6388,0,중급,고졸이하,60147000,도시근교,미혼,140,0,1,비방문,할인,대리점,771000,스포츠카,소
4683,3,계약자,휴직,0,6.2382,0,기본,대학졸업,13954000,도시근교,기혼,70,0,4이상,비방문,설계사독려,자사영업,421000,일반세단,중
4684,2,계약자,고용,0,5.8497,0,기본,고졸이하,93871000,도심,기혼,70,0,4이상,비방문,설계사독려,자사영업,315000,일반세단,소
4685,1,계약자,고용,0,9.5682,0,기본,석사,98476000,도심,기혼,70,0,2,비방문,포인트,자사영업,252000,컴팩트카,중
4686,5,계약자,고용,1,8.7912,0,중급,대학졸업,53714000,도시근교,기혼,250,4,1,비방문,할인,콜센터,1251000,고급차,중
4687,3,계약자,고용,0,23.3433,0,기본,고졸이하,32297000,도심,기혼,60,0,2,비방문,없음,콜센터,271000,일반세단,중
4688,3,계약자,고용,0,17.1162,0,기본,대학졸업,83928000,도심,기혼,230,0,4이상,비방문,할인,자사영업,1085000,고급차,중
4689,1,계약자,고용,0,9.6459,0,기본,고졸이하,117488000,시골,미혼,80,0,2,비방문,포인트,대리점,188000,컴팩트카,중
4690,3,계약자,무직,1,7.215,0,기본,고졸이하,0,도시근교,미혼,210,0,1,비방문,설계사독려,인터넷,1962000,고급차,중
4691,1,피보험자,고용,1,35.1204,0,중급,대학졸업,107020000,시골,기혼,100,0,2,자주방문,할인,콜센터,231000,컴팩트카,중
4692,4,계약자,고용,0,6.5601,0,기본,대학졸업,60346000,도시근교,기혼,80,0,4이상,비방문,설계사독려,인터넷,439000,컴팩트카,중
4693,3,계약자,무직,1,5.1615,0,기본,대학졸업,0,도시근교,미혼,80,0,3,비방문,없음,인터넷,861000,컴팩트카,대
4694,3,계약자,무직,1,7.5813,0,기본,대학졸업,0,도시근교,미혼,70,0,2,비방문,할인,대리점,605000,컴팩트카,소
4695,4,피보험자,고용,0,4.4178,0,중급,박사,46265000,도심,기혼,100,1,1,자주방문,할인,대리점,523000,일반세단,대
4696,4,계약자,고용,0,3.2079,0,기본,고졸이하,74527000,도심,기혼,70,0,1,비방문,없음,자사영업,363000,컴팩트카,중
4697,3,계약자,무직,0,2.4975,0,기본,대학졸업,0,도시근교,미혼,60,0,1,비방문,포인트,인터넷,578000,컴팩트카,중
4698,4,계약자,고용,1,9.3906,0,고급,석사,68970000,도심,기혼,120,0,3,비방문,없음,콜센터,391000,일반세단,중
4699,3,피보험자,고용,1,8.3028,0,기본,대학졸업,28276000,도시근교,미혼,60,0,2,자주방문,포인트,대리점,385000,컴팩트카,중
4700,4,계약자,고용,0,4.2069,0,중급,고졸이하,58748000,도시근교,미혼,100,0,1,비방문,설계사독려,대리점,563000,일반세단,중
4701,2,계약자,고용,0,5.7942,0,중급,석사,82757000,도시근교,기혼,140,0,1,비방문,할인,콜센터,765000,SUV,중
4702,2,피보험자,휴직,0,7.9143,0,기본,대학졸업,14495000,도시근교,미혼,70,0,2,자주방문,없음,인터넷,373000,일반세단,중
4703,4,계약자,고용,1,9.4461,0,기본,대학졸업,71177000,시골,기혼,120,0,4이상,비방문,할인,자사영업,303000,SUV,중
4704,4,계약자,고용,0,6.2826,0,기본,대학졸업,71604000,시골,미혼,80,0,3,비방문,설계사독려,자사영업,113000,일반세단,중
4705,5,계약자,고용,1,4.5288,0,기본,고졸이하,69105000,도시근교,기혼,110,0,1,비방문,없음,대리점,760000,스포츠카,소
4706,3,계약자,고용,0,5.9052,1,기본,대학졸업,30204000,도시근교,기혼,70,0,4이상,비방문,설계사독려,콜센터,397000,일반세단,소
4707,2,계약자,무직,0,4.6176,0,기본,대학졸업,0,도시근교,미혼,60,0,4이상,비방문,할인,자사영업,362000,일반세단,대
4708,2,계약자,무직,0,2.4864,0,기본,대학졸업,0,도시근교,기혼,60,0,1,비방문,포인트,대리점,362000,일반세단,소
4709,3,계약자,무직,1,3.8406,0,기본,대학졸업,0,도시근교,기혼,110,1,1,비방문,할인,대리점,889000,SUV,중
4710,4,계약자,고용,1,17.7711,0,기본,대학졸업,53958000,도시근교,기혼,70,2,2,비방문,할인,자사영업,569000,일반세단,소
4711,2,계약자,무직,0,7.7589,0,중급,대학졸업,0,시골,기혼,100,0,3,비방문,할인,콜센터,184000,일반세단,중
4712,3,계약자,고용,0,9.8013,0,기본,대학졸업,34204000,도심,기혼,120,2,4이상,비방문,포인트,콜센터,401000,SUV,중
4713,3,계약자,휴직,0,5.2503,1,중급,대학졸업,15667000,도시근교,기혼,130,0,1,비방문,설계사독려,대리점,1037000,SUV,소
4714,1,계약자,고용,1,30.4584,0,중급,고졸이하,98924000,도시근교,기혼,110,1,2,비방문,설계사독려,자사영업,587000,일반세단,중
4715,3,계약자,무직,0,8.0475,0,기본,대학졸업,0,도시근교,미혼,110,0,4이상,비방문,할인,콜센터,617000,SUV,중
4716,1,계약자,고용,0,5.7054,0,기본,대학졸업,94285000,도심,기혼,60,0,4이상,비방문,포인트,대리점,251000,일반세단,중
4717,3,계약자,무직,1,3.0414,0,중급,대학졸업,0,도시근교,기혼,90,4,1,비방문,포인트,대리점,812000,컴팩트카,중
4718,4,피보험자,고용,1,5.6499,0,기본,대학졸업,56386000,도시근교,기혼,60,0,3,자주방문,할인,자사영업,498000,컴팩트카,중
4719,4,피보험자,고용,1,6.438,0,기본,대학졸업,72930000,시골,미혼,80,0,4이상,자주방문,설계사독려,자사영업,7000,일반세단,중
4720,3,계약자,무직,0,6.1161,0,기본,석사,0,도시근교,기혼,70,0,3,비방문,할인,자사영업,421000,일반세단,중
4721,4,계약자,고용,0,11.6328,1,중급,대학졸업,73433000,시골,미혼,90,0,2,비방문,설계사독려,대리점,61000,일반세단,중
4722,1,계약자,고용,1,9.435,0,기본,대학졸업,117770000,도심,미혼,120,0,4이상,비방문,포인트,콜센터,555000,SUV,소
4723,3,계약자,무직,0,9.3573,0,기본,고졸이하,0,도시근교,기혼,80,0,2,비방문,할인,콜센터,568000,일반세단,중
4724,4,계약자,휴직,0,7.215,1,중급,고졸이하,26535000,도시근교,기혼,90,0,4이상,비방문,할인,대리점,558000,컴팩트카,소
4725,2,계약자,고용,1,51.9591,0,중급,고졸이하,99748000,도심,기혼,280,1,2,비방문,포인트,대리점,1315000,고급차,소
4726,4,피보험자,고용,0,5.3613,1,기본,대학졸업,46521000,도시근교,미혼,70,4,4이상,자주방문,설계사독려,콜센터,391000,일반세단,중
4727,3,계약자,휴직,0,2.8638,0,기본,대학졸업,34489000,도시근교,기혼,70,3,1,비방문,없음,인터넷,403000,일반세단,중
4728,4,계약자,고용,0,41.1921,0,기본,석사,73967000,시골,기혼,130,0,2,비방문,할인,대리점,15000,SUV,중
4729,5,계약자,고용,1,4.8507,0,기본,대학졸업,68158000,도시근교,미혼,130,1,1,비방문,할인,콜센터,670000,SUV,중
4730,4,피보험자,고용,1,18.648,0,기본,박사,80245000,시골,미혼,70,0,2,자주방문,없음,대리점,163000,일반세단,소
4731,4,피보험자,고용,1,8.8689,0,기본,고졸이하,70021000,도심,기혼,70,0,2,자주방문,할인,대리점,282000,컴팩트카,중
4732,3,계약자,무직,1,2.5197,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,없음,대리점,669000,일반세단,중
4733,2,계약자,휴직,1,5.5389,0,기본,박사,15151000,도심,기혼,70,1,3,비방문,할인,대리점,265000,일반세단,중
4734,4,계약자,고용,1,3.2412,0,기본,석사,76307000,도심,기혼,80,0,1,비방문,설계사독려,대리점,345000,일반세단,중
4735,4,피보험자,고용,1,8.4471,0,중급,고졸이하,43558000,도심,기혼,100,0,4이상,자주방문,할인,대리점,407000,일반세단,중
4736,3,계약자,고용,0,6.4713,0,기본,석사,36325000,시골,기혼,70,0,4이상,비방문,설계사독려,자사영업,202000,일반세단,중
4737,3,계약자,무직,0,2.886,0,기본,대학졸업,0,도시근교,미혼,80,0,1,비방문,할인,콜센터,619000,컴팩트카,중
4738,3,계약자,무직,0,9.4239,0,고급,고졸이하,0,도시근교,미혼,130,0,3,비방문,할인,자사영업,1473000,일반세단,대
4739,2,계약자,고용,0,10.8558,0,중급,대학졸업,119406000,도시근교,기혼,140,0,4이상,비방문,없음,인터넷,717000,스포츠카,소
4740,4,계약자,FALSE,1,25.1526,1,기본,대학졸업,28438000,도시근교,기혼,70,0,2,비방문,할인,자사영업,500000,일반세단,중
4741,3,피보험자,무직,0,11.1,0,중급,대학졸업,0,도시근교,미혼,100,0,2,자주방문,할인,자사영업,997000,일반세단,대
4742,2,피보험자,고용,1,5.4057,0,기본,고졸이하,83214000,도심,기혼,60,1,3,자주방문,없음,대리점,280000,컴팩트카,중
4743,3,피보험자,고용,0,8.2584,0,중급,대학졸업,67352000,시골,기혼,100,0,4이상,자주방문,할인,대리점,102000,일반세단,대
4744,3,계약자,고용,1,6.3936,0,기본,대학졸업,34752000,도심,기혼,80,0,4이상,비방문,포인트,콜센터,257000,컴팩트카,중
4745,2,계약자,무직,0,5.9607,0,기본,박사,0,도심,기혼,70,0,4이상,비방문,할인,대리점,276000,일반세단,대
4746,2,계약자,무직,0,6.9486,0,중급,대학졸업,0,도심,기혼,90,0,4이상,비방문,설계사독려,대리점,314000,일반세단,중
4747,1,계약자,고용,1,8.4582,0,기본,고졸이하,83999000,시골,기혼,70,0,2,비방문,없음,자사영업,42000,컴팩트카,대
4748,5,계약자,고용,1,12.1656,1,고급,고졸이하,66919000,도시근교,미혼,330,0,1,비방문,할인,대리점,1636000,고급차,중
4749,1,계약자,고용,0,8.2473,0,중급,대학졸업,94086000,시골,기혼,100,0,3,비방문,없음,대리점,224000,일반세단,중
4750,3,계약자,고용,1,5.4945,0,기본,박사,56355000,시골,기혼,60,1,4이상,비방문,설계사독려,대리점,39000,일반세단,중
4751,2,계약자,무직,1,5.1837,0,기본,대학졸업,0,도시근교,기혼,60,0,3,비방문,할인,자사영업,368000,컴팩트카,소
4752,3,계약자,무직,0,6.6822,0,고급,고졸이하,0,도시근교,미혼,190,0,1,비방문,할인,대리점,1824000,SUV,중
4753,3,계약자,무직,1,3.4077,0,기본,고졸이하,0,도시근교,미혼,110,3,1,비방문,할인,인터넷,925000,스포츠카,중
4754,4,피보험자,고용,0,5.4945,0,중급,대학졸업,25698000,도시근교,미혼,140,0,1,자주방문,포인트,인터넷,753000,SUV,대
4755,1,계약자,고용,1,8.6358,0,중급,석사,104702000,도시근교,미혼,100,0,3,비방문,설계사독려,인터넷,612000,컴팩트카,중
4756,4,계약자,고용,0,8.8689,0,기본,대학졸업,42581000,도심,기혼,70,0,2,비방문,설계사독려,대리점,367000,일반세단,중
4757,4,피보험자,고용,0,4.6287,1,기본,석사,35404000,도시근교,미혼,120,1,1,자주방문,설계사독려,자사영업,634000,SUV,대
4758,4,계약자,고용,0,25.7853,0,고급,대학졸업,63982000,도시근교,미혼,110,3,2,비방문,할인,대리점,605000,일반세단,소
4759,4,계약자,고용,1,6.0495,0,중급,고졸이하,25243000,도시근교,기혼,160,1,1,비방문,없음,자사영업,824000,SUV,중
4760,2,계약자,무직,0,5.0616,0,기본,대학졸업,0,도시근교,미혼,60,0,4이상,비방문,할인,대리점,385000,컴팩트카,중
4761,4,피보험자,고용,1,6.1383,1,기본,대학졸업,43367000,도시근교,미혼,80,0,4이상,자주방문,할인,대리점,427000,일반세단,중
4762,3,피보험자,고용,0,11.5329,0,중급,대학졸업,34787000,시골,기혼,140,0,3,자주방문,할인,콜센터,365000,SUV,중
4763,4,계약자,휴직,0,7.9254,0,고급,대학졸업,29342000,도시근교,미혼,220,0,1,비방문,할인,콜센터,1097000,SUV,중
4764,4,계약자,고용,1,6.0717,0,기본,고졸이하,80633000,시골,기혼,70,0,4이상,비방문,없음,자사영업,28000,컴팩트카,중
4765,1,계약자,고용,0,12.9093,0,중급,대학졸업,117562000,도심,기혼,100,0,2,비방문,할인,대리점,368000,일반세단,소
4766,3,계약자,무직,1,11.3109,0,고급,대학졸업,0,도시근교,미혼,110,0,2,비방문,할인,자사영업,898000,일반세단,소
4767,1,계약자,고용,0,3.0303,0,기본,고졸이하,112429000,도시근교,기혼,70,0,1,비방문,없음,대리점,591000,일반세단,중
4768,4,계약자,고용,0,4.4511,1,중급,박사,44924000,도시근교,기혼,110,0,1,비방문,설계사독려,대리점,587000,일반세단,중
4769,4,계약자,휴직,1,7.9032,0,기본,대학졸업,33920000,도시근교,기혼,60,0,2,비방문,할인,대리점,681000,일반세단,소
